feature,imp
Col1857,0.025467260213740267
Col1810,0.025509030427194927
Col811,0.025549003488447797
Col342,0.025600437115387988
Col2130,0.02561037569418281
Col2073,0.025754004971773818
Col192,0.02578865156651574
Col563,0.025809295339413722
Col536,0.02581067316006311
Col1476,0.025811696244903284
Col888,0.025943580382413838
Col531,0.025965161579033714
Col1915,0.026078606744024034
Col996,0.026087407347266292
Col2219,0.02617265604865969
Col1417,0.026235260544461292
Col1799,0.02640870642958644
Col1473,0.026439623413663262
Col850,0.026490455904532386
Col2335,0.026801573883134398
Col799,0.02686031009136163
Col1380,0.02687345756023891
Col892,0.02690300746212163
Col2208,0.02691314554361698
Col1030,0.02693865613317506
Col481,0.02714583036983513
Col1165,0.02725980084867673
Col2293,0.02726384033567265
Col1211,0.02729198929316768
Col1354,0.027381738625459597
Col268,0.027490983476692092
Col1801,0.02752220256076608
Col1956,0.02757213564806588
Col836,0.027576927198253
Col2099,0.027804537399523575
Col675,0.0279073758637362
Col1390,0.028020986145462345
Col64,0.028085683321168262
Col1731,0.0281444894070996
Col1618,0.028304415184398864
Col191,0.028352496375266135
Col582,0.028458457592418846
Col249,0.02863608017327501
Col420,0.028640390407709167
Col834,0.028663673318840465
Col376,0.028857051344955194
Col102,0.029103818264177492
Col2320,0.029119243074406515
Col1740,0.02913377881005387
Col1739,0.029220021376327864
Col1779,0.02925808703588545
Col917,0.029362848486801756
